FIPS,Socioeconomic,HouseholdCompDisab,MinorityLang,HousingTransp,Total
3082800,0.7267,0.2716,0.8202,0.8423,0.7784
3083000,0.6013,0.7241,0.8668,0.6519,0.7659999999999999
3083200,0.6353,0.7179,0.7369,0.5518,0.7276
3083400,0.7542,0.3484,0.8052,0.1921,0.5815
3083600,0.6714,0.7036,0.7276,0.2706,0.6477
3083800,0.27,0.3123,0.6814,0.2147,0.2977
3084000,0.4347,0.5345,0.6441,0.903,0.7062
3084600,0.3415,0.8259,0.6649,0.6494,0.6469
3084800,0.5957,0.3387,0.7808,0.5516,0.6324
3085000,0.5767,0.474,0.6621,0.2783,0.5261
3085200,-999.0,-999.0,-999.0,-999.0,-999.0
3085400,0.5551,0.7478,0.7167,0.4557,0.6693
3085600,0.637,0.5425,0.7874,0.494,0.6836
3085800,0.4766,0.5673,0.7957,0.4242,0.5915
3086000,0.45399999999999996,0.6076,0.7128,0.6869,0.6552
3086200,0.7153,0.7204,0.7264,0.4447,0.7324
3086400,0.4374,0.4707,0.7039,0.3844,0.5108
3086600,0.5549,0.5368,0.8186,0.5361,0.6637
3086800,0.7408,0.5448,0.7346,0.5122,0.7253
3087000,0.7951,0.6033,0.6728,0.637,0.7832
3087200,0.7551,0.4488,0.6425,0.7567,0.7612
3087401,0.9324,0.899,0.8105,0.6411,0.9168
3087600,0.5157,0.6509999999999999,0.3835,0.6714,0.5894
3087800,0.8340000000000001,0.5917,0.6899,0.8581,0.8593
3088000,0.4569,0.8668,0.594,0.5365,0.6612
3088200,0.6749,0.4587,0.7499,0.7116,0.7357
3088400,0.8579,0.6175,0.5885,0.5727,0.7849
3088600,0.8767,0.6097,0.7938,0.6044,0.8390000000000001
3088800,0.6687,0.4089,0.7839,0.5365,0.6807
3089000,0.8809,0.7325,0.7569,0.9179,0.9222
3089200,0.9528,0.6241,0.5967,0.8197,0.8902
3089400,0.9003,0.925,0.7864,0.9078,0.951
3089600,0.8871,0.4936,0.8909,0.47200000000000003,0.8081
3089800,0.833,0.4647,0.6926,0.3373,0.6938
3090000,0.9515,0.7677,0.9243,0.7903,0.9357
3090200,0.9194,0.3916,0.8221,0.8966,0.8983
3090600,0.9648,0.6229,0.9342,0.7632,0.9218
3090800,0.9981,0.5675,0.7885,0.9787,0.9627
3091000,0.9668,0.9822,0.9497,0.5423,0.9473
3091200,0.9851,0.9649,0.9059999999999999,0.6609999999999999,0.9535
3091600,0.9472,0.8961,0.7045,0.7976,0.9336
3091800,0.9146,0.5324,0.9256,0.8048,0.9008
3092000,0.9567,0.867,0.7924,0.5195,0.9025
3092200,0.8373,0.8368,0.6153,0.5723,0.8305
3092400,0.7089,0.8631,0.8965,0.8473,0.8913
3092800,0.5744,0.6652,0.7408,0.5371,0.6849
3093000,0.5769,0.3684,0.5515,0.3713,0.5056
3093200,0.6305,0.2641,0.7478,0.0738,0.3961
3093400,0.4302,0.114,0.4612,0.2159,0.2413
3093600,0.3465,0.773,0.6981,0.2731,0.5004
3093800,0.6726,0.6442,0.7351,0.4217,0.6882
3094401,0.5247,0.4494,0.8334,0.7447,0.6973
3094402,0.9588,0.7107,0.8412,0.7509,0.9166
3094600,0.5126,0.7549,0.5885,0.5404,0.6475
3095000,0.4478,0.2478,0.7177,0.2455,0.3983
3095400,0.4923,0.3061,0.7029,0.4762,0.532
3095600,0.6094,0.6202,0.8447,0.3081,0.633
3095800,0.5278,0.71,0.7392,0.3703,0.6205
3096000,-999.0,-999.0,-999.0,-999.0,-999.0
3096200,0.6225,0.4376,0.8326,0.5775,0.6873
3096400,0.3433,0.1654,0.7705,0.1654,0.2929
3096600,0.4606,0.4903,0.7951,0.2259,0.478
3096800,0.5313,0.5822,0.727,0.3581,0.5788
3097000,0.6989,0.2637,0.7229,0.3811,0.5929
3097400,0.856,0.8577,0.6831,0.6372,0.8639
3098200,0.9702,0.9205,0.7905,0.5908,0.9263
3098400,0.3869,0.2253,0.6144,0.1125,0.2598
3098600,0.6729999999999999,0.5787,0.7161,0.2178,0.5822
3098800,0.6821,0.7708,0.8097,0.8909999999999999,0.8662
3099000,0.6875,0.3713,0.7184,0.3543,0.6039
3099200,0.6761,0.5279,0.7913,0.5224,0.7048
3099400,0.3471,0.17800000000000002,0.6746,0.1305,0.2504
3099600,0.535,0.3298,0.6843,0.9314,0.7305
3099800,0.3773,0.2315,0.8159,0.1196,0.311
3100400,0.3284,0.5415,0.633,0.1844,0.3575
3100600,0.6239,0.2813,0.7002,0.1359,0.4307
3100800,0.6448,0.5793,0.6652,0.4252,0.6415
3101000,0.2424,0.0925,0.7208,0.4345,0.3
3101200,0.4822,0.4917,0.7672,0.2487,0.4959
3101400,0.5369,0.3232,0.8006,0.1826,0.4523
3101600,0.5102,0.449,0.7748,0.5271,0.6102
3101800,0.4996,0.1388,0.6171,0.2721,0.3639
3102000,0.5332,0.5818,0.5478,0.1241,0.4102
3102200,0.3241,0.4356,0.799,0.535,0.5263
3102400,0.4065,0.4659,0.7095,0.2074,0.4139
3102600,0.2431,0.201,0.6454,0.1355,0.2052
3102800,0.3925,0.2887,0.5623,0.4567,0.4259
3103400,0.9065,0.9343,0.6833,0.6842,0.9087
3105801,0.7857,0.9641,0.8194,0.777,0.9114
3105804,0.9074,0.9888,0.84,0.8075,0.9548
3107000,0.6415,0.41,0.5649,0.4714,0.5873
3107800,0.5164,0.4713,0.6709,0.7963,0.6817
3109800,0.8431,0.4878,0.6948,0.8077,0.8351
3110400,0.8908,0.9238,0.7942,0.7607,0.9241
3110600,0.971,0.9773,0.8464,0.6235,0.9444
3111000,0.9693,0.9775,0.7173,0.6349,0.9369
3111600,0.8398,0.9432,0.8103,0.9936,0.9799
3111800,0.8817,0.6421,0.753,0.397,0.7905
3112000,0.8952,0.5297,0.8779,0.9586,0.9278
3112200,0.9036,0.9705,0.8887,0.7936,0.9483
3112400,0.6318,0.3709,0.8216,0.6954,0.7077
3112600,0.9055,0.588,0.8309,0.5342,0.8409
3112800,0.8608,0.7895,0.5864,0.3264,0.7571
3113000,0.8655,0.7429,0.6944,0.4936,0.8201
3113200,0.6332,0.5729,0.6882,0.4117,0.6351
3113400,0.9615,0.8699,0.8289,0.9269,0.9670000000000001
3114201,0.7785,0.8587,0.9561,0.8029,0.9083
3114202,0.6772,0.4467,0.8074,0.7329,0.7512
3114400,0.9378,0.5304,0.887,0.9277,0.9303
3114600,0.9163,0.9356,0.9643,0.8552,0.9614
3115000,0.9399,0.7615,0.9256,0.7140000000000001,0.9197
3115200,0.9014,0.8523,0.7901,0.5783,0.8846
3115600,0.9679,0.8511,0.9144,0.6738,0.9342
3115800,0.8701,0.8885,0.8755,0.7429,0.9162
3116000,0.8792,0.8191,0.866,0.4826,0.8612
3116200,0.885,0.9318,0.7856,0.2768,0.8384
3116400,0.7677,0.8123,0.8819,0.4484,0.8062
3116600,0.7632,0.6753,0.8351,0.8724,0.8728
3116800,0.6552,0.5801,0.8746,0.9503,0.8598
3117000,0.8848,0.6109,0.9563,0.5605,0.8577
3117201,0.8744,0.5867,0.9588,0.4758,0.8365
3117202,0.5479,0.6954,0.8924,0.8232,0.7971
3117400,0.7344,0.3385,0.9616,0.823,0.8207
3117601,0.775,0.6231,0.9009999999999999,0.7569,0.8469
3117602,0.8232,0.595,0.8608,0.5023,0.7969
3117800,0.8637,0.41700000000000004,0.9202,0.7953,0.8643
3118000,-999.0,-999.0,-999.0,-999.0,-999.0
3118201,0.6585,0.4031,0.7464,0.38,0.6145
3118202,0.5885,0.2003,0.8808,0.529,0.605
3118400,0.8508,0.2313,0.9241,0.3135,0.6959
3118600,0.8222,0.1679,0.8499,0.7737,0.7788
3118800,0.8058,0.0547,0.8262,0.725,0.6842
3119000,0.7018,0.4835,0.7909,0.7768,0.7795
3119200,0.8264,0.6386,0.914,0.5644,0.8315
3119400,0.9128,0.6062,0.8819,0.867,0.9149
3119600,0.7242,0.5064,0.8825,0.9559,0.8745
3119800,0.9213,0.83,0.8478,0.9186,0.9488
3120000,0.9049,0.5446,0.8472,0.9565,0.9286
3120200,0.9354,0.0533,0.8559,0.3139,0.6409
3120800,0.759,0.7228,0.6882,0.9441,0.8853
3121000,0.9503,0.9228,0.9074,0.7559,0.9475
3121400,0.9563,0.9566,0.8748,0.73,0.9490000000000001
3122000,0.7953,0.7623,0.7157,0.6127,0.8232
3123700,0.7889,0.1828,0.5565,0.6952,0.677
3150200,0.1755,0.1921,0.3553,0.298,0.1629
3152200,0.426,0.1976,0.5854,0.4351,0.41200000000000003
3990100,-999.0,-999.0,-999.0,-999.0,-999.0
1000100,-999.0,-999.0,-999.0,-999.0,-999.0
1000201,0.8514,0.9721,0.9775,0.9563,0.9776
1000202,0.8753,0.8775,0.8687,0.9519,0.9552
1000500,-999.0,-999.0,-999.0,-999.0,-999.0
1000600,0.9505,0.6945,0.9808,0.9596,0.9678
1000700,0.0932,0.0101,0.2245,0.8987,0.1154
1000800,0.8552,0.4316,0.9682,0.8981,0.9012
1000900,0.0118,0.0171,0.3454,0.8166,0.0888
1001001,0.2257,0.4145,0.4262,0.528,0.3483
1001002,0.9559,0.9866,0.9761,0.9036,0.99
1001200,0.5242,0.6795,0.7454,0.8705,0.7766
1001300,0.0085,0.0089,0.4544,0.7561,0.0722
1001401,0.0769,0.2916,0.4493,0.8514,0.368
1001402,0.5344,0.4335,0.8771,0.6991,0.6915
1001501,0.3034,0.2061,0.688,0.955,0.6151
1001502,0.1459,0.0072,0.4,0.9998,0.3614
1001600,0.7362,0.1456,0.9268,0.7534,0.7398
1001800,0.7029,0.0917,0.9047,0.9816,0.8147
1002000,0.9358,0.9864,0.9796,0.9449,0.9919
1002100,0.0033,0.0508,0.3685,0.9182,0.19399999999999998
1002201,0.8143,0.5725,0.8944,0.9333,0.9027
1002202,0.3378,0.0388,0.6631,0.9501,0.5012
1002400,0.9675,0.8296,0.9654,0.5215,0.9203
1002500,0.9905,0.792,0.9953,0.9975,0.9990000000000001
1002601,0.6807,0.3631,0.7971,0.9449,0.8251
1002602,0.425,0.10099999999999999,0.6652,0.8914,0.5732
1002700,0.5383,0.2063,0.9227,0.9007,0.7351
1002800,0.5149,0.5857,0.7357,0.9295,0.7801
1002900,0.8440000000000001,0.4672,0.9513,0.9851,0.9353
1003001,0.4677,0.0078,0.6188,0.8641,0.3844
1003002,0.3363,0.2105,0.6373,0.8823,0.5664
1003100,0.4664,0.0062,0.6095,0.9762,0.47200000000000003
1003200,0.1956,0.0828,0.3798,0.8079,0.2983
1003300,0.1517,0.0432,0.3344,0.6343,0.1602
1003400,0.5794,0.0361,0.547,0.6075,0.4073
1003601,0.7120000000000001,0.3119,0.8668,0.9128,0.8234
1003602,0.5692,0.0436,0.5518,0.9432,0.5849
1003700,0.0334,0.0849,0.4204,0.7696,0.2044
1003800,0.3402,0.0384,0.5513,0.9271,0.4479
1003900,0.0224,0.266,0.2619,0.5551,0.1512
1004000,0.1442,0.0136,0.3885,0.93,0.2158
1004100,0.4797,0.1258,0.8796,0.9768,0.7315
1004200,0.3367,0.0138,0.3843,0.9573,0.3346
1004300,0.2534,0.0357,0.6404,0.8338,0.3587
1004400,0.1015,0.0911,0.3623,0.6347,0.188
1004500,0.1533,0.0824,0.6295,0.9028,0.41200000000000003
1004700,0.0825,0.0799,0.1942,0.6148,0.1176
1004800,0.1929,0.0366,0.3245,0.9266,0.2876
1004900,0.1001,0.0506,0.3915,0.8864,0.2544
1005000,0.168,0.018000000000000002,0.2918,0.8941,0.1917
1005200,0.1828,0.0467,0.3882,0.8788,0.2915
1005400,0.0319,0.0363,0.3049,0.9196,0.1844
1005501,0.0425,0.0954,0.3155,0.9799,0.3255
1005502,0.3404,0.0541,0.2472,0.9457,0.3838
1005600,0.3672,0.0297,0.433,0.9188,0.3921
1005700,0.0133,0.0679,0.1505,0.4942,0.0506
1005800,0.0978,0.0134,0.5454,0.5528,0.099
1005900,0.0191,0.0568,0.2635,0.9298,0.1992
1006000,0.0238,0.1516,0.3701,0.6409,0.1774
1006100,0.0868,0.0399,0.3258,0.9474,0.2508
1006200,0.6077,0.0335,0.6363,0.9990000000000001,0.7390000000000001
1006300,0.039,0.22899999999999998,0.2229,0.8794,0.2622
1006400,0.0912,0.0202,0.374,0.8504,0.1614
1006500,0.1361,0.0209,0.3416,0.977,0.2662
1006600,0.332,0.336,0.6689,0.9202,0.6346
1006700,0.0435,0.0266,0.1192,0.7484,0.0645
1006800,0.2516,0.0157,0.3433,0.9571,0.2844
1006900,0.0012,0.0184,0.2878,0.92,0.1008
1007000,0.0798,0.0169,0.4427,0.8431,0.1637
1007100,0.0336,0.0605,0.1649,0.8908,0.16699999999999998
1007200,0.1618,0.0081,0.5569,0.9293,0.2525
1007300,0.2248,0.0262,0.1287,0.6337,0.1048
1007400,0.0537,0.0149,0.4132,0.9961,0.3025
1007500,0.1567,0.0465,0.179,0.6144,0.1178
1007600,0.1871,0.0126,0.6388,0.7341,0.2102
1007700,0.1148,0.0302,0.2043,0.6241,0.0876
1007800,0.139,0.0223,0.4433,0.8531,0.2149
1007900,0.2976,0.165,0.0872,0.5864,0.2268
1008000,0.0611,0.1553,0.1849,0.8976,0.255
1008100,0.1722,0.0463,0.4466,0.9337,0.3407
1008200,0.0062,0.0847,0.3437,0.4768,0.0822
1008300,0.6098,0.2739,0.6837,0.7853,0.6793
1008400,0.17300000000000001,0.0076,0.5713,0.8740000000000001,0.2247
1008601,0.0298,0.0083,0.2897,0.5247,0.0241
1008602,-999.0,-999.0,-999.0,-999.0,-999.0
1008603,0.1104,0.0958,0.1623,0.4331,0.0923
1008700,0.0251,0.0167,0.4614,0.6173,0.0724
1008800,0.0837,0.1076,0.3491,0.6838,0.1996
1008900,0.3237,0.052000000000000005,0.4509,0.9988,0.5938
1009000,0.040999999999999995,0.0442,0.4678,0.9262,0.2616
1009100,0.1896,0.0271,0.4058,0.9872,0.3689
1009200,0.0247,0.0235,0.4538,0.8436,0.1506
1009300,0.3063,0.1749,0.6509,0.7422,0.4718
1009400,0.0,0.0039,0.0526,0.3763,0.0006
1009500,0.3792,0.0093,0.3592,0.9548,0.33299999999999996
1009600,0.0027,0.006,0.2334,0.3539,0.0041
1009700,0.4936,0.5531,0.6709,0.8235,0.7012
1009800,0.03,0.1206,0.3695,0.9913,0.3896
1009900,0.1805,0.0097,0.5674,0.7839,0.2017
1010000,0.0541,0.0217,0.4208,0.7093,0.1087
1010100,0.3452,0.0124,0.66,0.9602,0.4286
1010200,0.0636,0.1006,0.5371,0.7886,0.2836
1010300,0.0891,0.0068,0.42,0.9016,0.1577
1010400,0.1363,0.1853,0.4386,0.838,0.3583
1010601,0.0077,0.3546,0.1765,0.3829,0.0948
1010602,0.0015,0.0299,0.4186,0.8295,0.1207
1010800,0.0019,0.0589,0.3313,0.9233,0.1921
1010900,0.0064,0.0248,0.3373,0.9629,0.1743
1011000,0.1189,0.0359,0.3994,0.76,0.1836
1011100,0.1942,0.0374,0.6511,0.9051,0.3784
1011201,0.0128,0.1154,0.3988,0.5327,0.1259
1011202,0.0104,0.2123,0.4709,0.3152,0.1145
1011203,0.0559,0.0314,0.2115,0.8628,0.1303
1011300,0.6998,0.0553,0.3825,0.7911,0.5282
1011401,0.0506,0.4339,0.1926,0.8535,0.3052
1011402,0.1231,0.1586,0.2501,0.4801,0.1581
1011500,0.4372,0.012,0.779,0.9772,0.5329999999999999
1011600,0.0607,0.0293,0.3718,0.978,0.2604
1011700,0.1498,0.0107,0.6309,0.8002,0.2112
1011800,0.0352,0.1875,0.3004,0.7538,0.2131
1011900,0.8581,0.4919,0.687,0.586,0.7844
1012000,0.0346,0.1295,0.3041,0.741,0.1876
1012100,0.5083,0.43700000000000006,0.5961,0.8199,0.6641
1012200,0.0097,0.3286,0.3153,0.4882,0.155
1012400,0.0294,0.2195,0.541,0.9488,0.4093
1012500,0.1446,0.0143,0.5124,0.8394,0.2048
1012600,0.0041,0.1506,0.2763,0.6844,0.1334
1012700,0.1627,0.0403,0.5375,0.9907,0.4481
1012800,0.0477,0.3222,0.3175,0.5537,0.2029
1012900,0.1966,0.0196,0.5703,0.8713,0.2826
1013000,0.1386,0.2924,0.2767,0.5713,0.2353
1013100,0.131,0.0562,0.6054,0.8539,0.3334
1013200,0.0083,0.0869,0.4029,0.7503,0.1707
1013300,0.2857,0.0481,0.6322,0.932,0.4624
1013400,0.0361,0.0458,0.3548,0.7752,0.1465
1013500,0.5396,0.2028,0.7241,0.938,0.7141
1013600,0.0141,0.0669,0.2449,0.6569,0.0936
1013700,0.0622,0.2177,0.3996,0.8659,0.3266
1013800,0.052000000000000005,0.0351,0.3369,0.9977,0.3525
1013900,0.2538,0.0702,0.5435,0.8415,0.3838
1014000,0.0052,0.1225,0.1689,0.4824,0.0639
1014200,0.0215,0.5161,0.2682,0.7526,0.2722
1014300,-999.0,0.4678,0.4827,-999.0,-999.0
1014401,0.0889,0.1012,0.2837,0.6129,0.1633
1014402,0.0551,0.1268,0.2107,0.6436,0.14
1014500,0.1946,0.0682,0.4419,0.9528,0.3975
1014601,0.0079,0.0054,0.5548,0.9217,0.1409
1014602,0.0949,0.0929,0.3458,0.5719,0.1651
1014700,0.057,0.0122,0.4685,0.7617,0.1129
1014801,0.0617,0.2043,0.2454,0.5744,0.1676
1014802,0.034,0.076,0.3907,0.5539,0.1183
1014900,0.0365,0.1694,0.3037,0.8858,0.272
1015001,0.0479,0.3658,0.1542,0.4544,0.1344
1015002,0.0203,0.3532,0.3165,0.5439,0.1838
1015100,0.4229,0.7646,0.7715,0.6233,0.6803
1015200,0.3705,0.6043,0.4503,0.6125,0.517
1015300,0.0039,0.1819,0.1635,0.6179,0.1046
1015400,0.086,0.0962,0.47200000000000003,0.7756,0.2651
1015500,0.0916,0.1194,0.2132,0.6697,0.1683
1015601,0.0375,0.013000000000000001,0.5241,0.8945,0.1737
1015602,0.5443,0.1454,0.7689,0.9393,0.7083
1015700,0.1637,0.0704,0.2214,0.9068,0.271
1015801,0.0226,0.0797,0.2047,0.8746,0.1741
1015802,0.304,0.013999999999999999,0.5594,0.9845,0.4278
1015900,0.0694,0.1328,0.3728,0.608,0.1911
1016001,0.0035,0.1134,0.2474,0.5381,0.0826
1016002,0.1542,0.0421,0.3744,0.8471,0.2438
1016100,0.2097,0.0291,0.2992,0.5249,0.1151
1016200,0.8666,0.8738,0.8565,0.8881,0.9373
1016300,0.0968,0.0841,0.2322,0.7824,0.1927
1016400,0.9461,0.7233,0.9109,0.8135,0.9305
1016500,0.0746,0.214,0.4293,0.6115,0.2371
1016600,0.7588,0.1532,0.8235,0.9791,0.8438
1016700,0.0852,0.2001,0.2637,0.4743,0.1517
1016800,0.8446,0.98,0.7769,0.9662,0.9651
1016900,0.0748,0.095,0.3963,0.8375,0.2593
1017000,0.8226,0.4164,0.9159,0.9397,0.8934
1017100,0.16,0.0634,0.3938,0.84,0.2776
1017200,0.9314,0.3771,0.8639,0.8972,0.9052
1017300,0.1032,0.2658,0.5412,0.6668,0.3261
1017401,0.9016,0.9979,0.8402,0.8668,0.9747
1017402,0.754,0.4304,0.672,0.7043,0.7473
1017500,0.0025,0.1537,0.2957,0.9157,0.2376
1017700,0.2099,0.5017,0.5369,0.7489,0.4786
1017800,0.6131,0.121,0.7808,0.8958,0.7041
1017900,0.2806,0.2763,0.5738,0.754,0.4722
1018000,0.9078,0.8273,0.8227,0.9026,0.9413
1018100,0.2841,0.6026,0.5002,0.6718,0.5023
1018200,0.9196,0.8833,0.861,0.9886,0.9832
1018300,0.1152,0.2005,0.3872,0.9874,0.4743
1018400,0.9441,0.8375,0.927,0.8885,0.9573
1018500,0.0684,0.1582,0.3427,0.8108,0.2614
1018600,0.9407,0.8172,0.8633,1.0,0.9946
1018700,0.2982,0.3032,0.3076,0.851,0.4463
1018800,0.8346,0.4477,0.8889,0.9254,0.8917
1018900,0.8392,0.8649,0.8553,0.9229,0.9376
1019000,0.3854,0.1846,0.6932,0.6813,0.5033
1019100,0.4279,0.1175,0.626,0.8844,0.5697
1019200,0.9824,0.9153,0.9334,0.8952,0.9790000000000001
1019300,0.6956,0.2978,0.7981,0.9482,0.8203
1019400,0.862,0.8466,0.9209999999999999,0.9592,0.9541
1019500,0.2799,0.1722,0.6019,0.8599,0.5021
1019600,0.9273,0.8348,0.8740000000000001,0.9706,0.9685
1019701,0.4266,0.0188,0.5225,0.9658,0.456
1019702,0.5286,0.1537,0.6961,0.8993,0.6627
1019800,0.6556,0.6084,0.5905,0.8444,0.7693
1019900,0.3276,0.0355,0.4907,0.9932,0.534
1020000,0.32799999999999996,0.1099,0.5726,0.9155,0.5251
1020101,0.4416,0.0041,0.3466,0.9449,0.3247
1020102,0.5184,0.2571,0.6039,0.8324,0.6328
1020300,0.8052,0.0281,0.5031,0.9747,0.6934
1020500,0.2294,0.0283,0.4276,0.861,0.2755
1020600,0.7487,0.628,0.701,0.9584,0.8776
1020701,0.311,0.0103,0.5555,0.9509,0.3608
1020800,0.5232,0.1568,0.7216,0.902,0.6716
1020901,0.8284,0.8802,0.8379,0.821,0.9137
1021000,0.8968,0.8304,0.7928,0.5854,0.8813
1021100,0.5665,0.096,0.5984,0.9289,0.6456
1021200,0.5874,0.7664,0.7159,0.9053,0.8309
1021303,0.5995,0.1508,0.8396,0.9617,0.7622
1021400,0.4633,0.1322,0.45299999999999996,0.7487,0.4705
1021500,0.764,0.5584,0.7833,0.9327,0.8714
1021600,0.5481,0.1807,0.6118,0.9097,0.6705
1021703,-999.0,0.0,0.0,0.0,-999.0
1021800,0.7509,0.3722,0.5128,0.8322,0.7417
1021900,0.9635,0.9533,0.8726,0.9032,0.977
1022000,0.6395,0.0607,0.7322,0.7159,0.5718
1022102,0.2746,0.0973,0.4911,0.655,0.3282
1022200,0.5566,0.1179,0.5835,0.8651,0.6098
1022301,0.7043,0.1464,0.9237,0.7263,0.7139
1022302,0.8746,0.6344,0.9192,0.7787,0.8927
1022400,0.8893,0.6709999999999999,0.6652,0.8842,0.8971
1022500,0.8332,0.4651,0.8658,0.9401,0.8956
1022600,0.5752,0.1853,0.7907,0.9123,0.723
1022700,0.7107,0.2662,0.7998,0.8572,0.7718
1022800,0.7223,0.2443,0.6138,0.9103,0.7641
1022900,0.8276,0.2375,0.8901,0.9285,0.8604
1023000,0.9024,0.6078,0.7499,0.9414,0.9207
1023100,0.701,0.0814,0.8357,0.9954,0.8413
1023200,0.9182,0.7685,0.8761,0.9697,0.9575
1023300,0.5446,0.2154,0.7929999999999999,0.8813,0.7023
1023400,0.8185,0.2765,0.7796,0.7366,0.7793
1023501,0.8048,0.1487,0.8691,0.8869,0.8131
1023502,0.6881,0.6485,0.6474,0.9374,0.8440000000000001
1023600,0.6073,0.8377,0.6957,0.7124,0.782
1023700,0.8036,0.2805,0.8414,0.863,0.8293
1023801,0.3112,0.0696,0.6268,0.961,0.5332
1023802,0.6548,0.3135,0.7701,0.9867,0.8446
1023900,0.9167,0.4149,0.9332,0.764,0.8807
1024000,1.0,0.0903,0.6563,-999.0,-999.0
1024100,0.7056,0.2776,0.9016,0.9903,0.8799
1024200,0.9206,0.9038,0.894,0.9822,0.9817
1024301,0.8856,0.4845,0.9037,0.9737,0.9299
1024302,0.9954,0.9413,0.9843,0.9248,0.9923
1024500,0.8989,0.3371,0.9540000000000001,0.8867,0.8998
1024700,0.5705,0.3325,0.9006,0.9049,0.7722
1024900,0.8485,0.2299,0.8948,0.9511,0.8793
1025100,0.9652,0.7076,0.9386,0.9865,0.9815
1025300,0.9126,0.2844,0.9384,0.9281,0.9077
1025500,0.6376,0.24,0.8093,0.9755,0.8114
1025700,0.3338,0.185,0.6254,0.6685,0.4527
1025900,0.33399999999999996,0.1774,0.7579,0.8046,0.5473
1026100,0.9366,0.7757,0.9812,0.9244,0.9620000000000001
1026300,0.8856,0.4899,0.9540000000000001,0.7777,0.8832
1026500,0.6834,0.3189,0.8507,0.7418,0.7396
1026700,0.799,0.0661,0.6769,0.9729,0.7805
1026900,0.9171,0.7183,0.9666,0.972,0.9637
1027100,0.8740000000000001,0.3352,0.9037,0.8541,0.8695
1027300,0.2027,0.2297,0.6274,0.8063,0.455
1027500,0.3976,0.4025,0.6157,0.9057,0.6581
1027700,0.9712,0.7739,0.9357,0.9795,0.9826
1027900,0.9076,0.5545,0.9318,0.7675,0.8942
1028100,0.051,0.0727,0.4087,0.9389,0.2936
1028300,0.7843,0.3046,0.8986,0.7627,0.7983
1028500,0.9279,0.3901,0.953,0.9399,0.9276
1028700,0.7563,0.4277,0.821,0.8649,0.8307
1029100,0.8531,0.6363,0.9551,0.8065,0.899
1029300,0.8842,0.7867,0.9606,0.8123,0.9268
1029500,0.6413,0.1838,0.8066,0.8525,0.7216
1029700,-999.0,-999.0,0.9872,-999.0,-999.0
1029900,0.9847,0.9924,0.986,0.7729,0.9853
1030300,0.5176,0.1165,0.7664,0.7636,0.5871
1030700,0.2016,0.184,0.5643,0.5899,0.3392
1030900,0.9269,0.8969,0.9229,0.8518,0.9527
1031100,-999.0,-999.0,-999.0,-999.0,-999.0
1031703,0.022000000000000002,0.1031,0.3903,0.7068,0.1761
1031704,0.0234,0.0394,0.3779,0.7312,0.1216
1031900,-999.0,-999.0,-999.0,-999.0,-999.0
4000100,0.0773,0.0147,0.6052,0.9349,0.2492
4000200,0.6525,0.2034,0.9223,0.2468,0.545
4000400,0.6873,0.5743,0.9594,0.6743,0.7961
4000600,0.7416,0.3645,0.8827,0.2714,0.6344
4000700,0.1631,0.0192,0.5598,0.5493,0.1417
4000800,0.8044,0.2301,0.8738,0.2335,0.6191
4001000,0.6409,0.2966,0.9002,0.2665,0.5649
4001200,0.5456,0.3891,0.8433,0.4099,0.5853
4001400,0.6513,0.4048,0.8555,0.39,0.6384
4001600,0.7178,0.1867,0.8893,0.54,0.6726
4001800,0.5959,0.6353,0.8849,0.488,0.7041
4001900,0.1092,0.0064,0.3639,0.6554,0.0714
4002000,0.7031,0.3511,0.8903,0.0568,0.4778
4002200,0.7111,0.1605,0.8707,0.9082,0.7842
4002400,0.816,0.5492,0.9214,0.6517,0.8324
4002500,0.9689,0.9665,0.9326,0.7018,0.9577
4002600,0.6088,0.7003,0.8903,0.7167,0.7865
4002800,0.7913,0.315,0.8938,0.484,0.7290000000000001
4003000,0.8326,0.5582,0.7724,0.3771,0.7438
4003100,0.5812,0.0186,0.7753,0.7969,0.4923
4003200,0.7837,0.17600000000000002,0.8722,0.2818,0.6089
4003300,0.5468,0.026000000000000002,0.7499,0.9890000000000001,0.6604
4003400,0.8547,0.6128,0.8662,0.3993,0.7902
4003600,0.6788,0.5944,0.8798,0.2893,0.6618
4003700,-999.0,-999.0,-999.0,-999.0,-999.0
4003800,0.7109,0.8061,0.8392,0.4478,0.7707
4003900,0.8695,0.305,0.7829,0.8523,0.8485
4004001,0.8148,0.5832,0.7967,0.748,0.8405
4004002,0.7851,0.2321,0.8911,0.5056,0.7104
4004200,0.8199,0.3375,0.9021,0.3106,0.6956
4004300,0.9215,0.9281,0.9329999999999999,0.8545,0.9585
4004401,0.7215,0.4688,0.9095,0.5139,0.7376
4004500,0.3987,0.3753,0.6555,0.3701,0.4483
4004700,0.7443,0.6844,0.8014,0.6479,0.8039
4005000,0.7404,0.8907,0.9159,0.9656,0.9382
4005100,0.8251,0.0634,0.8151,0.8595,0.7509999999999999
4005200,0.792,0.1291,0.8656,0.2973,0.5963
4005300,0.4082,0.0423,0.6386,0.53,0.34
4005400,0.7584,0.4279,0.8023,0.33799999999999997,0.6699
4005500,0.5912,0.309,0.8918,0.5945,0.662
4005700,0.7447,0.0308,0.7798,0.9117,0.6865
4005800,0.6869,0.4657,0.7955,0.2648,0.6071
4005900,0.43,0.0855,0.6431,0.7323,0.4761
